ORDERID,PRODUCTID,CUSTOMERID,UNITPRICE,QUANTITY,NETSALES,UNITCOST
4621,59,27,105,2637,227046,78
4626,39,46,42,572,19700,31
4632,39,41,42,542,18666,31
4635,59,88,105,1303,112188,78
4640,59,16,105,763,65694,78
4641,59,19,105,1984,170822,78
4647,39,17,42,298,10263,31
4663,39,76,42,309,10642,31
4666,59,102,105,1884,162212,78
4695,39,41,42,563,19390,31
4697,39,58,42,514,17702,31
4719,39,2,42,697,24005,31
4721,39,52,42,596,20526,31
4723,39,66,42,244,8403,31
4725,39,90,42,800,27552,31
4727,55,1,550,926,417626,412
4729,59,47,105,823,70860,78
4732,39,97,42,327,11262,31
4739,39,43,42,241,8300,31
4756,39,119,42,880,30307,31
4757,39,7,42,596,20526,31
4766,59,69,105,932,80245,78
4767,59,55,105,1984,170822,78
4772,59,11,105,1180,101598,78
4773,39,18,42,449,15464,31
4788,59,91,105,3339,287488,78
4794,39,44,42,267,9195,31
4796,39,85,42,349,12020,31
4820,39,60,42,446,15360,31
4823,59,40,105,1548,133283,78
4839,39,2,42,680,23419,31
4840,55,37,550,468,211068,412
4842,59,66,105,870,74907,78
4844,55,102,550,808,364408,412
5817,59,13,105,2316,199408,78
5824,39,71,42,316,10883,31
5827,59,101,105,1945,167465,78
5830,39,86,42,541,18632,31
5831,39,97,42,299,10298,31
5868,39,61,42,637,21938,31
5877,59,9,105,1142,98326,78
5895,39,72,42,495,17048,31
5898,39,70,42,258,8886,31
5901,39,101,42,637,21938,31
5901,59,101,105,2120,182532,78
5912,39,93,42,679,23385,31
5931,39,95,42,1210,41672,31
5940,55,90,550,1056,476256,412
5945,39,92,42,1019,35094,31
5951,39,110,42,336,11572,31
5961,59,40,105,1653,142323,78
5962,55,41,550,712,321112,412
5964,39,94,42,511,17599,31
5978,55,90,550,1159,522709,412
5989,55,52,550,850,383350,412
5990,39,56,42,552,19011,31
5995,39,65,42,1094,37677,31
6011,39,90,42,905,31168,31
6022,39,57,42,1312,45185,31
6026,39,70,42,284,9781,31
6032,39,37,42,262,9023,31
6038,39,41,42,554,19080,31
6043,39,31,42,1288,44359,31
6048,39,24,42,432,14878,31
6063,39,18,42,507,17461,31
6064,55,80,550,348,156948,412
6073,55,98,550,449,202499,412
6080,59,78,105,1066,91783,78
6081,59,102,105,2396,206296,78
6091,39,42,42,259,8920,31
6098,39,52,42,702,24177,31
6107,39,90,42,909,31306,31
6131,59,57,105,4622,397954,78
6140,39,78,42,340,11710,31
6153,59,105,105,1619,139396,78
676,28,69,720,21,12398,540
689,28,59,720,44,25978,540
701,29,68,1200,21,20664,900
716,29,119,1200,17,16728,900
717,29,23,1200,20,19680,900
724,28,86,720,39,23026,540
729,29,1,1200,39,38376,900
730,29,7,1200,25,24600,900
738,28,24,720,27,15941,540
755,28,62,720,81,47822,540
777,29,24,1200,18,17712,900
781,28,27,720,34,20074,540
785,28,89,720,34,20074,540
796,28,116,720,40,23616,540
798,29,25,1200,25,24600,900
803,29,53,1200,28,27552,900
809,29,110,1200,24,23616,900
810,28,113,720,29,17122,540
838,28,59,720,46,27158,540
2443,18,24,300,31,7626,225
2451,41,38,90,1229,90700,67
2465,18,110,300,69,16974,225
2465,41,110,90,1542,113800,67
2467,41,60,90,934,68929,67
841,29,116,1200,28,27552,900
2469,18,102,300,52,12792,225
844,28,86,720,40,23616,540
2470,18,16,300,45,11070,225
848,29,112,1200,22,21648,900
2478,18,12,300,49,12054,225
849,29,13,1200,21,20664,900
2481,18,89,300,68,16728,225
851,28,79,720,39,23026,540
2483,18,100,300,69,16974,225
859,28,53,720,44,25978,540
2489,41,115,90,981,72398,67
873,28,97,720,41,24206,540
2492,18,104,300,65,15990,225
876,29,16,1200,17,16728,900
2494,41,1,90,2922,215644,67
878,29,77,1200,16,15744,900
2497,18,27,300,57,14022,225
880,29,2,1200,34,33456,900
2497,41,27,90,1297,95719,67
894,29,95,1200,58,57072,900
2511,41,7,90,1542,113800,67
2513,18,98,300,58,14268,225
897,29,107,1200,13,12792,900
2520,18,117,300,55,13530,225
917,29,94,1200,36,35424,900
2523,18,35,300,138,33948,225
919,29,99,1200,15,14760,900
2530,41,57,90,1743,128633,67
921,29,57,1200,23,22632,900
2538,18,42,300,60,14760,225
929,29,52,1200,18,17712,900
2540,18,80,300,66,16236,225
933,28,26,720,33,19483,540
2552,18,59,300,95,23370,225
937,29,93,1200,51,50184,900
2556,18,104,300,68,16728,225
944,29,110,1200,25,24600,900
2557,41,7,90,1627,120073,67
955,29,7,1200,28,27552,900
2565,18,49,300,64,15744,225
963,28,100,720,40,23616,540
2577,18,116,300,96,23616,225
966,29,54,1200,14,13776,900
984,29,59,1200,33,32472,900
2578,41,9,90,654,48265,67
986,29,98,1200,22,21648,900
2583,41,50,90,780,57564,67
991,29,1,1200,44,43296,900
994,29,99,1200,15,14760,900
2590,41,87,90,814,60073,67
3,28,5,720,67,39557,540
2610,41,70,90,1266,93431,67
5,29,9,1200,18,17712,900
2625,18,113,300,42,10332,225
11,28,19,720,28,16531,540
2657,18,120,300,96,23616,225
12,29,20,1200,20,19680,900
2659,18,21,300,35,8610,225
2663,18,93,300,150,36900,225
13,29,22,1200,17,16728,900
2667,41,60,90,868,64058,67
14,28,23,720,33,19483,540
2668,18,65,300,126,30996,225
17,29,26,1200,21,20664,900
2679,18,61,300,98,24108,225
19,29,28,1200,22,21648,900
2683,41,13,90,1334,98449,67
22,29,31,1200,39,38376,900
2687,18,75,300,74,18204,225
23,28,32,720,51,30110,540
2691,18,57,300,74,18204,225
29,28,38,720,32,18893,540
2691,41,57,90,1672,123394,67
29,29,38,1200,21,20664,900
2695,18,19,300,64,15744,225
33,10,44,500,96,38880,375
2698,18,58,300,92,22632,225
34,28,46,720,30,17712,540
2701,18,108,300,59,14514,225
35,29,47,1200,15,14760,900
2712,41,115,90,1073,79187,67
44,29,57,1200,22,21648,900
2715,41,33,90,1409,103984,67
48,28,61,720,57,33653,540
2725,18,5,300,132,32472,225
54,28,68,720,36,21254,540
2736,41,22,90,629,46420,67
59,29,73,1200,18,17712,900
2740,18,78,300,28,6888,225
2746,41,62,90,1761,129962,67
67,28,82,720,31,18302,540
2752,18,110,300,74,18204,225
69,28,85,720,24,14170,540
2754,41,6,90,604,44575,67
72,29,89,1200,24,23616,900
2762,18,69,300,37,9102,225
77,29,97,1200,24,23616,900
2763,18,81,300,74,18204,225
86,28,107,720,25,14760,540
2777,18,34,300,80,19680,225
95,28,117,720,41,24206,540
2780,18,89,300,79,19434,225
99,28,31,720,52,30701,540
2783,41,3,90,1704,125755,67
99,29,31,1200,35,34440,900
2794,18,56,300,70,17220,225
102,28,7,720,29,17122,540
2798,18,12,300,58,14268,225
107,29,111,1200,27,26568,900
2800,41,35,90,3408,251510,67
112,28,17,720,24,14170,540
2801,41,43,90,766,56531,67
113,28,22,720,27,15941,540
2819,18,64,300,79,19434,225
114,28,51,720,27,15941,540
2822,41,80,90,1644,121327,67
118,29,95,1200,42,41328,900
2823,41,104,90,1686,124427,67
127,28,30,720,23,13579,540
2827,18,1,300,42,10332,225
145,28,9,720,29,17122,540
2837,41,60,90,972,71734,67
147,29,53,1200,22,21648,900
2839,18,89,300,82,20172,225
150,28,12,720,29,17122,540
2846,18,61,300,104,25584,225
151,28,34,720,44,25978,540
2848,41,18,90,817,60295,67
159,28,85,720,24,14170,540
2857,18,63,300,127,31242,225
160,29,100,1200,23,22632,900
2858,41,71,90,1533,113135,67
162,28,27,720,27,15941,540
2870,18,57,300,79,19434,225
177,28,30,720,24,14170,540
2871,18,58,300,89,21894,225
182,29,49,1200,24,23616,900
2879,41,109,90,852,62878,67
183,28,50,720,24,14170,540
2886,18,41,300,35,8610,225
183,29,50,1200,16,15744,900
2887,18,43,300,35,8610,225
184,29,76,1200,16,15744,900
2890,41,120,90,1944,143467,67
2917,41,108,90,1482,109372,67
191,29,28,1200,23,22632,900
2921,41,50,90,809,59704,67
193,28,60,720,27,15941,540
2924,18,92,300,75,18450,225
3437,41,89,90,2046,150995,67
216,28,58,720,35,20664,540
3448,18,56,300,78,19188,225
239,29,12,1200,21,20664,900
3451,18,21,300,50,12300,225
249,29,18,1200,13,12792,900
3453,18,44,300,62,15252,225
250,29,73,1200,17,16728,900
3454,41,45,90,1195,88191,67
3461,18,92,300,86,21156,225
258,29,19,1200,19,18696,900
3468,18,74,300,80,19680,225
261,28,60,720,28,16531,540
3485,18,5,300,162,39852,225
271,28,49,720,38,22435,540
3488,41,48,90,1195,88191,67
273,29,95,1200,44,43296,900
3491,18,3,300,98,24108,225
277,28,79,720,35,20664,540
3505,41,110,90,1708,126050,67
286,28,13,720,30,17712,540
3506,41,111,90,647,47749,67
290,29,72,1200,13,12792,900
3511,41,27,90,1656,122213,67
292,29,80,1200,19,18696,900
3526,18,115,300,67,16482,225
302,29,93,1200,40,39360,900
3531,41,59,90,2436,179777,67
306,28,117,720,37,21845,540
3543,17,34,250,142,29110,187
306,29,117,1200,24,23616,900
3547,41,102,90,1510,111438,67
310,29,26,1200,19,18696,900
3565,41,71,90,1798,132692,67
3569,18,113,300,52,12792,225
314,28,73,720,22,12989,540
3577,18,44,300,62,15252,225
314,29,73,1200,14,13776,900
3581,18,91,300,90,22140,225
318,29,19,1200,16,15744,900
3586,18,90,300,68,16728,225
333,29,59,1200,25,24600,900
3592,18,45,300,59,14514,225
334,29,79,1200,22,21648,900
3595,41,70,90,1395,102951,67
337,28,113,720,28,16531,540
3618,41,96,90,1295,95571,67
344,28,118,720,42,24797,540
3635,41,3,90,1878,138596,67
346,29,85,1200,17,16728,900
3636,18,16,300,44,10824,225
3638,41,61,90,2699,199186,67
347,29,1,1200,31,30504,900
3639,18,79,300,82,20172,225
352,29,7,1200,20,19680,900
3643,18,75,300,82,20172,225
356,28,110,720,31,18302,540
3644,18,19,300,82,20172,225
357,29,18,1200,13,12792,900
3654,41,52,90,1824,134611,67
366,29,71,1200,26,25584,900
388,29,28,1200,19,18696,900
3660,41,11,90,1541,113726,67
389,28,112,720,29,17122,540
401,29,1,1200,33,32472,900
3662,41,63,90,3648,269222,67
403,28,68,720,28,16531,540
3670,18,95,300,144,35424,225
422,28,27,720,28,16531,540
3675,18,120,300,112,27552,225
3683,18,50,300,51,12546,225
426,28,52,720,23,13579,540
3711,41,56,90,1824,134611,67
438,29,100,1200,24,23616,900
3716,18,14,300,58,14268,225
446,28,95,720,72,42509,540
3722,18,58,300,106,26076,225
3729,18,81,300,82,20172,225
3732,41,9,90,930,68634,67
3741,18,63,300,164,40344,225
3742,41,74,90,1796,132545,67
3743,18,83,300,46,11316,225
3747,41,20,90,811,59852,67
3749,18,27,300,85,20910,225
3750,18,55,300,69,16974,225
3759,41,59,90,2138,157784,67
449,28,2,720,44,25978,540
3765,41,39,90,1760,129888,67
449,29,2,1200,29,28536,900
3776,18,103,300,82,20172,225
458,28,112,720,30,17712,540
3778,41,17,90,661,48782,67
473,29,94,1200,36,35424,900
3788,41,36,90,1165,85977,67
479,29,95,1200,49,48216,900
3799,41,110,90,1416,104501,67
488,28,68,720,29,17122,540
3801,41,11,90,1631,120368,67
490,29,81,1200,25,24600,900
3818,18,111,300,31,7626,225
496,28,13,720,31,18302,540
3822,18,91,300,99,24354,225
1001,28,119,720,27,15941,540
3825,18,114,300,84,20664,225
1001,29,119,1200,17,16728,900
3826,18,9,300,44,10824,225
1007,29,95,1200,51,50184,900
3831,18,120,300,110,27060,225
1011,29,24,1200,19,18696,900
1015,28,13,720,33,19483,540
3832,41,5,90,3112,229666,67
3835,41,25,90,1537,113431,67
1016,28,23,720,34,20074,540
3848,41,65,90,3262,240736,67
1030,28,16,720,23,13579,540
3852,18,101,300,74,18204,225
1047,10,31,500,140,58800,375
3857,18,36,300,49,12054,225
1104,10,97,500,161,67620,375
3861,18,110,300,66,16236,225
1255,10,38,500,229,98470,375
3867,41,33,90,2031,149888,67
1348,10,105,500,237,101910,375
3876,18,57,300,98,24108,225
1384,10,103,500,325,139750,375
3876,41,57,90,2205,162729,67
1410,10,68,500,277,119110,375
1446,10,68,500,330,141900,375
3878,41,78,90,894,65977,67
1501,10,55,500,364,156520,375
3891,41,35,90,2758,203540,67
1537,10,37,500,314,135020,375
1548,10,67,500,296,127280,375
1683,10,3,500,338,145340,375
3895,18,23,300,84,20664,225
1885,10,16,500,224,96320,375
2941,18,86,300,93,22878,225
1960,10,67,500,272,116960,375
2943,18,5,300,154,37884,225
1963,10,117,500,322,138460,375
2956,17,114,250,89,18245,187
1977,10,38,500,280,120400,375
2972,41,69,90,916,67601,67
1982,10,57,500,358,153940,375
2981,41,96,90,994,73357,67
2984,18,27,300,55,13530,225
1991,10,66,500,167,71810,375
2988,18,75,300,78,19188,225
2243,29,104,1200,31,30504,900
2992,18,115,300,53,13038,225
2333,10,15,500,215,87075,375
2995,41,44,90,1280,94464,67
2421,10,61,500,86,33970,375
2450,10,32,500,111,43845,375
2996,18,57,300,88,21648,225
3014,18,5,300,156,38376,225
2613,10,101,500,25,9625,375
3018,18,58,300,100,24600,225
2636,10,35,500,74,28490,375
3018,41,58,90,2241,165386,67
2665,10,2,500,53,20405,375
3030,18,88,300,73,17958,225
2694,10,86,500,48,18480,375
3061,18,25,300,58,14268,225
2708,10,93,500,74,28490,375
3064,18,77,300,44,10824,225
2820,10,65,500,43,16555,375
3074,41,70,90,1314,96973,67
2841,10,3,500,26,10010,375
3081,41,104,90,1643,121253,67
2845,15,34,2000,2,3280,1500
3100,41,45,90,1020,75276,67
3101,18,56,300,71,17466,225
2912,15,5,2000,3,4920,1500
3108,41,108,90,1617,119335,67
2918,15,35,2000,4,6560,1500
3112,18,7,300,65,15990,225
2929,10,26,500,24,9240,375
3119,18,1,300,117,28782,225
3428,15,35,2000,6,9840,1500
3137,41,10,90,778,57416,67
3476,13,75,800,4,2624,600
3145,18,32,300,117,28782,225
3483,13,49,800,4,2624,600
3153,18,88,300,76,18696,225
3493,13,30,800,5,3280,600
3154,18,97,300,75,18450,225
3522,15,118,2000,3,4920,1500
3158,18,20,300,27,6642,225
3545,13,96,800,2,1312,600
3162,18,34,300,97,23862,225
3558,15,94,2000,6,9840,1500
3566,15,93,2000,6,9840,1500
3566,16,93,2600,2,4264,1950
3164,41,67,90,1451,107084,67
3589,15,119,2000,4,6560,1500
3170,18,114,300,68,16728,225
3593,15,53,2000,2,3280,1500
3177,18,11,300,56,13776,225
3595,15,70,2000,3,4920,1500
3177,41,11,90,1292,95350,67
3611,16,74,2600,2,4264,1950
3179,41,51,90,734,54169,67
3661,13,53,800,3,1968,600
3182,18,101,300,58,14268,225
3662,10,63,500,986,423980,375
3190,18,36,300,39,9594,225
3672,16,108,2600,2,4264,1950
3674,15,118,2000,5,8200,1500
3214,41,64,90,1930,142434,67
3683,15,50,2000,2,3280,1500
3233,18,65,300,140,34440,225
3694,15,91,2000,4,6560,1500
3244,18,15,300,72,17712,225
3696,15,18,2000,2,3280,1500
3247,41,91,90,2001,147674,67
3708,15,89,2000,5,8200,1500
3254,18,51,300,33,8118,225
3709,15,2,2000,7,11480,1500
3254,41,51,90,761,56162,67
3712,16,71,2600,2,4264,1950
3257,41,110,90,1770,130626,67
3713,15,85,2000,4,6560,1500
3258,18,3,300,88,21648,225
3725,15,115,2000,2,3280,1500
3269,18,12,300,63,15498,225
3761,16,80,2600,2,4264,1950
3273,41,60,90,1256,92693,67
3766,15,15,2000,4,6560,1500
3295,18,38,300,76,18696,225
3767,15,37,2000,4,6560,1500
3306,41,35,90,3542,261400,67
3320,41,93,90,3542,261400,67
3324,41,85,90,1593,117563,67
3336,41,58,90,2251,166124,67
3341,41,57,90,1706,125903,67
3342,41,78,90,734,54169,67
3795,13,49,800,6,3936,600
3350,18,62,300,105,25830,225
3802,10,40,500,308,132440,375
3352,18,101,300,60,14760,225
3803,15,58,2000,5,8200,1500
3375,41,104,90,1798,132692,67
3805,13,102,800,6,3936,600
3378,41,23,90,1798,132692,67
3805,15,102,2000,4,6560,1500
3382,41,83,90,988,72914,67
3806,15,112,2000,3,4920,1500
3386,41,44,90,1483,109445,67
3808,15,117,2000,4,6560,1500
3391,18,113,300,50,12300,225
3814,15,81,2000,4,6560,1500
3393,41,66,90,907,66937,67
3819,15,116,2000,6,9840,1500
3396,18,93,300,162,39852,225
3844,13,94,800,14,9184,600
3416,18,108,300,76,18696,225
3849,15,74,2000,4,6560,1500
3907,41,80,90,1864,137563,67
3850,16,80,2600,2,4264,1950
3908,41,91,90,2106,155423,67
3851,15,89,2000,5,8200,1500
3913,41,51,90,894,65977,67
3857,13,36,800,3,1968,600
3917,18,18,300,60,14760,225
3872,16,1,2600,3,6396,1950
3917,41,18,90,1342,99040,67
3873,10,9,500,310,133300,375
3921,41,61,90,3075,226935,67
3874,15,26,2000,5,8200,1500
3875,15,52,2000,3,4920,1500
3925,18,60,300,71,17466,225
3927,18,84,300,30,7380,225
3881,15,49,2000,4,6560,1500
3889,16,63,2600,4,8528,1950
3951,18,93,300,168,41328,225
3891,15,35,2000,7,11480,1500
3960,18,24,300,49,12054,225
3893,13,109,800,2,1312,600
3971,18,109,300,38,9348,225
3898,10,72,500,280,120400,375
3983,41,78,90,922,68044,67
3988,18,58,300,120,29520,225
2938,29,44,1200,28,27552,900
4001,41,88,90,1953,144131,67
2955,28,104,720,54,31882,540
4005,18,116,300,120,29520,225
2961,10,108,500,23,9085,375
4012,41,92,90,1966,145091,67
2965,13,90,800,2,1312,600
4015,18,48,300,56,13776,225
2968,15,28,2000,2,3280,1500
4019,17,102,250,112,22960,187
2973,29,74,1200,34,33456,900
4020,41,115,90,1493,110183,67
4037,41,39,90,1795,132471,67
3016,13,31,800,4,2624,600
4043,18,17,300,33,8118,225
3076,29,14,1200,23,22632,900
4062,18,81,300,79,19434,225
3081,29,104,1200,34,33456,900
4063,18,1,300,154,37884,225
3126,13,79,800,2,1312,600
4075,18,42,300,69,16974,225
3126,15,79,2000,2,3280,1500
4077,18,69,300,35,8610,225
3148,15,58,2000,2,3280,1500
4081,41,19,90,1767,130405,67
3192,15,92,2000,2,3280,1500
4084,18,60,300,79,19434,225
3193,13,103,800,4,2624,600
4085,18,84,300,31,7626,225
3198,10,45,500,40,16200,375
4094,18,94,300,170,41820,225
3205,10,74,500,66,26730,375
4097,18,3,300,96,23616,225
3207,13,97,800,4,2624,600
4106,18,83,300,53,13038,225
3208,13,105,800,3,1968,600
4115,18,25,300,68,16728,225
3209,15,117,2000,2,3280,1500
4115,41,25,90,1530,112914,67
3226,28,104,720,53,31291,540
4118,41,40,90,1124,82951,67
3235,16,95,2600,2,4264,1950
4122,18,55,300,72,17712,225
3258,15,3,2000,3,4920,1500
4129,41,76,90,1653,121991,67
3262,15,117,2000,2,3280,1500
4136,18,34,300,84,20664,225
3265,15,28,2000,3,4920,1500
4140,41,72,90,926,68339,67
4144,18,110,300,71,17466,225
3272,15,27,2000,2,3280,1500
4148,18,46,300,67,16482,225
3318,13,89,800,4,2624,600
4152,41,90,90,2100,154980,67
3338,15,80,2000,2,3280,1500
4153,18,115,300,68,16728,225
3344,15,95,2000,6,9840,1500
4154,41,7,90,1861,137342,67
4155,18,37,300,79,19434,225
4159,41,118,90,2676,197489,67
3353,15,120,2000,3,4920,1500
4161,41,51,90,897,66199,67
3361,13,34,800,6,3936,600
4175,41,36,90,982,72472,67
3373,15,75,2000,2,3280,1500
4177,41,105,90,1890,139482,67
3374,15,98,2000,2,3280,1500
4189,41,56,90,2274,167821,67
3899,15,73,2000,3,4920,1500
4190,18,77,300,52,12792,225
3909,15,92,2000,4,6560,1500
4198,41,38,90,1795,132471,67
3916,15,119,2000,4,6560,1500
4200,18,67,300,84,20664,225
3936,15,33,2000,5,8200,1500
4205,41,98,90,1890,139482,67
3940,15,107,2000,2,3280,1500
4207,18,10,300,42,10332,225
3943,13,75,800,6,3936,600
4208,18,21,300,50,12300,225
3959,15,9,2000,2,3280,1500
4209,18,32,300,158,38868,225
3960,10,24,500,330,141900,375
4224,41,14,90,1591,117416,67
3970,15,80,2000,4,6560,1500
4233,18,112,300,82,20172,225
3974,15,16,2000,2,3280,1500
4243,18,27,300,100,24600,225
3975,13,17,800,2,1312,600
4244,41,34,90,1822,134464,67
3980,15,25,2000,3,4920,1500
4248,41,118,90,2756,203393,67
3985,15,98,2000,3,4920,1500
4268,18,93,300,172,42312,225
3986,10,10,500,258,110940,375
4278,18,104,300,86,21156,225
3987,15,15,2000,4,6560,1500
4283,18,112,300,86,21156,225
3992,10,45,500,434,186620,375
4299,41,49,90,1918,141548,67
3992,15,45,2000,3,4920,1500
4304,41,13,90,1918,141548,67
3993,15,75,2000,4,6560,1500
3997,15,50,2000,2,3280,1500
4311,18,52,300,83,20418,225
4004,15,112,2000,3,4920,1500
4325,41,17,90,853,62951,67
4011,16,86,2600,3,6396,1950
4329,41,102,90,1822,134464,67
4019,16,102,2600,2,4264,1950
4331,41,111,90,776,57269,67
4022,15,18,2000,3,4920,1500
4332,41,6,90,930,68634,67
4035,16,118,2600,4,8528,1950
4340,41,68,90,1918,141548,67
4041,16,120,2600,4,8528,1950
4341,18,108,300,86,21156,225
4053,15,119,2000,6,9840,1500
4349,18,93,300,172,42312,225
4057,15,63,2000,10,16400,1500
4352,18,21,300,54,13284,225
4059,10,5,500,1016,436880,375
4356,41,95,90,3836,283097,67
4074,10,20,500,12,5160,375
4360,41,20,90,872,64354,67
4075,13,42,800,6,3936,600
4365,18,100,300,86,21156,225
4076,15,65,2000,9,14760,1500
4383,41,110,90,1822,134464,67
4080,16,105,2600,2,4264,1950
4389,41,30,90,2452,180958,67
4099,15,12,2000,3,4920,1500
4402,18,83,300,61,15006,225
4107,16,95,2600,4,8528,1950
4416,41,17,90,910,67158,67
4132,16,89,2600,3,6396,1950
4420,18,77,300,60,14760,225
4157,10,97,500,482,207260,375
4172,15,103,2000,4,6560,1500
4428,41,64,90,2584,190699,67
4436,41,61,90,3524,260071,67
4173,15,108,2000,3,4920,1500
4449,18,65,300,176,43296,225
4178,15,12,2000,3,4920,1500
4450,41,100,90,1860,137268,67
4187,15,44,2000,2,3280,1500
4453,41,10,90,1037,76531,67
4199,13,60,800,8,5248,600
4209,15,32,2000,11,18040,1500
4455,18,49,300,88,21648,225
4221,10,81,500,23,9890,375
4473,18,114,300,88,21648,225
4256,13,20,800,3,1968,600
4259,15,61,2000,10,16400,1500
4475,41,5,90,3583,264425,67
4478,41,59,90,2850,210330,67
4263,15,12,2000,5,8200,1500
4271,15,51,2000,2,3280,1500
4272,13,70,800,5,3280,600
4284,15,15,2000,6,9840,1500
